dockernet-gaia1-1  | 4:18AM INF starting node with ABCI Tendermint in-process
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=68E05FD0F42952A6400C3BE39B8A83CA144B2A83B7F5FF725334CA2150707D07 height=446 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=446 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=970.480508 height=447 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"607BBD929B239C6CDF477430E150818978094248CBBFBFB2BF1665AF9627CCB8","parts":{"hash":"25F676FC83900781DCA322457C74AC42907AEF3FC3BA2F5D29BFF27B5753D052","total":1}},"height":447,"pol_round":-1,"round":0,"signature":"Ep21CNxECDmXtijJ63sA0E/sl4aDjwCOeVkANmiSxbNMEPcIJATKjahQbvzINXWDKC0kzNtz92u/QehdGJNOAg==","timestamp":"2023-07-14T04:25:44.283391927Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=607BBD929B239C6CDF477430E150818978094248CBBFBFB2BF1665AF9627CCB8 height=447 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=447 module=consensus num_txs=0 root=68E05FD0F42952A6400C3BE39B8A83CA144B2A83B7F5FF725334CA2150707D07
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=447 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3138322032303020313636203137302035392031393920313630203630203639203234372038392034382032333620313031203230382032303820333220353720313334203439203231302032333520323231203435203130382036312032343620313433203231372034332031362035335D3A3142467D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=B6C8A6AA3BC7A03C45F75930EC65D0D020398631D2EBDD2D6C3DF68FD92B1035 height=447 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=447 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=968.179572 height=448 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"156D54AC2B2401D30187D93A48185996FBD4212967D619DCDFA54B44B23EDAAF","parts":{"hash":"5654190C80553B7BD34C779C7D50EB1C44A93845AE016840EC7EB65CF7978EB9","total":1}},"height":448,"pol_round":-1,"round":0,"signature":"QVGQRNwWeoans1w5xYFYD7nE1onvGgSKFixkb4D1iq6f1Qmm6yAkt8xS4Q4DnGVPIbYxoGkLp1JDCqbQUxWNCA==","timestamp":"2023-07-14T04:25:45.311306706Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=156D54AC2B2401D30187D93A48185996FBD4212967D619DCDFA54B44B23EDAAF height=448 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=448 module=consensus num_txs=0 root=B6C8A6AA3BC7A03C45F75930EC65D0D020398631D2EBDD2D6C3DF68FD92B1035
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=448 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B37392038312038342032343820363820313632203836203134382032203135382032312031333520323336203830203539203734203230322031303220313536203230302032343420313535203135332031392031383820313739203433203134352033392031203932203130365D3A3143307D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=4F5154F844A25694029E1587EC503B4ACA669CC8F49B9913BCB32B9127015C6A height=448 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=448 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=982.85802 height=449 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"199303A389B16B0B88AD836A4DF967A3D8D040D10268983FA8F402A828154074","parts":{"hash":"C0A03AD9A27D635A3589329072ABF0FFB2AB905E135B30DDD116F3CE1E9D76A0","total":1}},"height":449,"pol_round":-1,"round":0,"signature":"XMp4Kosl2xLwa/7IHXiK8csIzNDh6ersbW/lBRfcApQoq1nOHFA7eh42ItD6KQf7vnxEu9uHDczxp1wmqTVFAA==","timestamp":"2023-07-14T04:25:46.332062146Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=199303A389B16B0B88AD836A4DF967A3D8D040D10268983FA8F402A828154074 height=449 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=449 module=consensus num_txs=0 root=4F5154F844A25694029E1587EC503B4ACA669CC8F49B9913BCB32B9127015C6A
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=449 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3231382031343420363620383120312032353420323030203230302037322031353320313834203430203334203134302031363720323131203831203131392031333120313820313932203132372036362031383320323035203233322031353020363920383320313431203433203134395D3A3143317D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=DA90425101FEC8C84899B828228CA7D351778312C07F42B7CDE89645538D2B95 height=449 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=449 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=970.205146 height=450 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"6AAC1D238D1B35BBDA6E753CC739305A91763D45B3BCE63548354EE4D548F6CC","parts":{"hash":"DBE61062EEFE4F4BC4FADA4DCE522AF879771B043E42A1CFA27EA5B0AD3921A5","total":1}},"height":450,"pol_round":-1,"round":0,"signature":"ybix0H94FH89bl9DlKFGC2STg1GNIdIEWpO4Of8X0aWBcv28f7gIZPY/hsgiAcxkU4kCmRL8goFtJLbmFQRBAg==","timestamp":"2023-07-14T04:25:47.359142304Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=6AAC1D238D1B35BBDA6E753CC739305A91763D45B3BCE63548354EE4D548F6CC height=450 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=450 module=consensus num_txs=0 root=DA90425101FEC8C84899B828228CA7D351778312C07F42B7CDE89645538D2B95
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=450 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B31393920343620313434203133362031383820393120323820323336203137203439203131302039332038302031373320323035203137312032203535203134392039392035352031383120313037203138352031373520313339203135203233322032313920313534203133362033395D3A3143327D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=C72E9088BC5B1CEC11316E5D50ADCDAB0237956337B56BB9AF8B0FE8DB9A8827 height=450 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=450 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=976.470587 height=451 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"552566248A0C08AAC3E72DC7A54C4BAEC8E0FF0D14B9906620067D8384DEA396","parts":{"hash":"4092AE3CCA7950D16442EC5FEB30ADF708DC651503223F5B998FF28750FA9EBE","total":1}},"height":451,"pol_round":-1,"round":0,"signature":"ADGMqywYsYcBmDzMo6Fzc95Fqap+yVOh2Qj2ZJZQTc+rSwo4XksPdGIebCFnw8fdcobBJb0xZddOB6g7NiBhDw==","timestamp":"2023-07-14T04:25:48.393419517Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=552566248A0C08AAC3E72DC7A54C4BAEC8E0FF0D14B9906620067D8384DEA396 height=451 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=451 module=consensus num_txs=0 root=C72E9088BC5B1CEC11316E5D50ADCDAB0237956337B56BB9AF8B0FE8DB9A8827
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=451 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B32303420323036203232302031303520323032203339203130352031303620332039302031313020392031313220313338203638203135322032343920313331203230312032343620313133203138203233322032353320323138203233352031333420333920313233203820313338203234365D3A3143337D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=CCCEDC69CA27696A035A6E09708A4498F983C9F67112E8FDDAEB86277B088AF6 height=451 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=451 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=976.213095 height=452 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"468E4EFC14E940D0C80694DA0F0AA2F96D9DF4C3528D6979077EB578FC2F0DD7","parts":{"hash":"16AA058EB6A4F9AD570A1413AD905D5AF8302147E0AB3EC359A8290269245A9D","total":1}},"height":452,"pol_round":-1,"round":0,"signature":"QAsK5rQ2fi8IxjYh58vnXJlUSdYP+sjiKTjkv1Lu3bXGLgDjRm3XvvyyzOUut7s8siPQwhrtcVnfq84NRwhNCQ==","timestamp":"2023-07-14T04:25:49.413166595Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=468E4EFC14E940D0C80694DA0F0AA2F96D9DF4C3528D6979077EB578FC2F0DD7 height=452 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=452 module=consensus num_txs=0 root=CCCEDC69CA27696A035A6E09708A4498F983C9F67112E8FDDAEB86277B088AF6
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=452 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3234312033322036382037362031313620313733203231352031333420313831203137372031322031323020313031203332203235332031303520313639203231342036332032353120323431203231302039362034382031383220323030203137312034362031323520323533203132382036305D3A3143347D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=F120444C74ADD786B5B10C786520FD69A9D63FFBF1D26030B6C8AB2E7DFD803C height=452 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=452 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=962.320042 height=453 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"057B660D9044C51D3E2E13A259B6356102ABE6D2BBC6BB57BFB308AF2F46D48A","parts":{"hash":"103B427BDDEECDC9FC2BA808DA268AA2A1FC935228C66B133C7AFA1D1251B2FA","total":1}},"height":453,"pol_round":-1,"round":0,"signature":"52/ytwFyBk3q4inES0e77SXa7Kx+GphqiWKwSw1H7IdEJe9S28150RlXjrQli9yZBW9mx/GTxSI8cA10GUQrCA==","timestamp":"2023-07-14T04:25:50.442145213Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=057B660D9044C51D3E2E13A259B6356102ABE6D2BBC6BB57BFB308AF2F46D48A height=453 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=453 module=consensus num_txs=0 root=F120444C74ADD786B5B10C786520FD69A9D63FFBF1D26030B6C8AB2E7DFD803C
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=453 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B38203234392031313020383520313930203720313536203536203231332039352031393320313735203138372031343020363220323239203139332031363720363320323230203136342031373320323530203532203232332037382032333020323330203134322032333620313536203230365D3A3143357D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=08F96E55BE079C38D55FC1AFBB8C3EE5C1A73FDCA4ADFA34DF4EE6E68EEC9CCE height=453 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=453 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=979.071423 height=454 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"C1B88A8B859FDCAF61A549C91194E5EA842E106C3F22487A1CBBA5AADD17FB30","parts":{"hash":"68B99ED2EA17FA7C744EDBF0E48CD262E7BE3118BD2CD30C987EE62D90C1A0DE","total":1}},"height":454,"pol_round":-1,"round":0,"signature":"/xrKQYMPF1rbAXIvmEYcioRxdq3IJlY97/xr+HBkhZeXsqOXx1pKt/MhShLkmL+hAx6WtnM32eG9pwR29SojAg==","timestamp":"2023-07-14T04:25:51.46951498Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=C1B88A8B859FDCAF61A549C91194E5EA842E106C3F22487A1CBBA5AADD17FB30 height=454 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=454 module=consensus num_txs=0 root=08F96E55BE079C38D55FC1AFBB8C3EE5C1A73FDCA4ADFA34DF4EE6E68EEC9CCE
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=454 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3230362031392031303920313539203132352032313820313731203720313634203935203730203131352031393020373920383220383420393220313430203135342033312031353620373020373320313235203230322031332032343920333120323237203136352038302038395D3A3143367D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=CE136D9F7DDAAB07A45F4673BE4F52545C8C9A1F9C46497DCA0DF91FE3A55059 height=454 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=454 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=994.166679 height=455 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"2EDE78505C1100F8281850AAABDEA20256E3EF9F51E5EAD3FCC6C96624D16E09","parts":{"hash":"062E60967CF2FAE2BFF3DF886CE86AC65D897B4866599F6E18F8C577A9A51EBC","total":1}},"height":455,"pol_round":-1,"round":0,"signature":"9Ps3PAxL+a3FflSlFiXWHPZPTs5sGSR4Ef+KtJijuFik310QIvxmo358Cj+rmJa2/vFinz+nAaJAVLbx32DhCQ==","timestamp":"2023-07-14T04:25:52.479779054Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=2EDE78505C1100F8281850AAABDEA20256E3EF9F51E5EAD3FCC6C96624D16E09 height=455 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=455 module=consensus num_txs=0 root=CE136D9F7DDAAB07A45F4673BE4F52545C8C9A1F9C46497DCA0DF91FE3A55059
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=455 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3432203332203131362031203234372031302031362031343020313336203636203232203134302031323720313833203838203231362033352031383920313633203233352034342031363220302031303820323239203235302031303820313230203232312035382035372035385D3A3143377D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=2A207401F70A108C8842168C7FB758D823BDA3EB2CA2006CE5FA6C78DD3A393A height=455 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=455 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=994.168602 height=456 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"585E616F0412A05320E5FAFEA815168B61B6B1D75D686D624BB9F6DF66B50E14","parts":{"hash":"AE7B2C0CBA608456A0C0B483ED7F01EF3372F2564BF59E37E554049FB2527045","total":1}},"height":456,"pol_round":-1,"round":0,"signature":"ERX3dYUjIQlg4o8WOEWQEf2KmkyL7Wk1MTaezEN4qKREHqaKvfdUt4CemRGRUG8SpF9Kr2I3fCgH5eMIrsKOCA==","timestamp":"2023-07-14T04:25:53.491233098Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=585E616F0412A05320E5FAFEA815168B61B6B1D75D686D624BB9F6DF66B50E14 height=456 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=456 module=consensus num_txs=0 root=2A207401F70A108C8842168C7FB758D823BDA3EB2CA2006CE5FA6C78DD3A393A
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=456 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B34203336203633203130322031343220313236203235203137332031383520313837203637203133312031333220333720393520343920383020313739203633203138342031373320323433203231352032332031353720313239203133372031393920313138203533203138362034355D3A3143387D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=04243F668E7E19ADB9BB438384255F3150B33FB8ADF3D7179D8189C77635BA2D height=456 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=456 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=986.416246 height=457 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"0370A5394D5B2ED5DA53DC3CB7E1B2CB175AF4D46AAED770D432728B5F360E6D","parts":{"hash":"219A5A2EC7CC7E0D3A04A75DF8A2421934932D008852E8C06451B4239C4CC121","total":1}},"height":457,"pol_round":-1,"round":0,"signature":"kg+Z3cVrE1nvvaXlWmxCtImHhwSCEv/WVb4LcL0IF57To/JRI0MuHA1VdGB+cYO2uZzniD8ZZvCRU87bzY08Cg==","timestamp":"2023-07-14T04:25:54.50821312Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=0370A5394D5B2ED5DA53DC3CB7E1B2CB175AF4D46AAED770D432728B5F360E6D height=457 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=457 module=consensus num_txs=0 root=04243F668E7E19ADB9BB438384255F3150B33FB8ADF3D7179D8189C77635BA2D
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=457 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3234372036332032343020313434203134332031312032323920313833203137203936203338203934203131352032312034312032392035322031303820363220393320323232203234203239203135332031373920323238203230322032333620333020323035203236203137335D3A3143397D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=F73FF0908F0BE5B71160265E7315291D346C3E5DDE181D99B3E4CAEC1ECD1AAD height=457 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=457 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=988.242549 height=458 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"99037D1619990909F3BB0CFF353284D192129E13CD384E496DEC69E45764436B","parts":{"hash":"539E6A691D35E47C5375CF83638CABC4CE77F9D206CC543D99A6C2975A1F84D2","total":1}},"height":458,"pol_round":-1,"round":0,"signature":"Xlsoy6tXUqClL6F+vhT4aDGzTVM7tv8eQeCONCwQQjP6mAYcejX3rZyi9EPgdF4/wNwAH0GM35R+vtyu10NXDA==","timestamp":"2023-07-14T04:25:55.521628627Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=99037D1619990909F3BB0CFF353284D192129E13CD384E496DEC69E45764436B height=458 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=458 module=consensus num_txs=0 root=F73FF0908F0BE5B71160265E7315291D346C3E5DDE181D99B3E4CAEC1ECD1AAD
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=458 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3735203720313037203137382032353020323239203132352031383120313030203935203135342034392031313520343820393220383420323239203130203131322031343720313531203133302032313120313120313320313039203232362032313820323331203230312031352037305D3A3143417D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=4B076BB2FAE57DB5645F9A3173305C54E50A70939782D30B0D6DE2DAE7C90F46 height=458 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=458 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=984.847979 height=459 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"656F1BB0AA46120345AEE063BBE807FCF4D3666694AA4BEAC522A8C58AFF16EE","parts":{"hash":"F3C559397C7FC16FB628F71A9310AC749F5CB9726D2BC0BA651B92ACF8EBA890","total":1}},"height":459,"pol_round":-1,"round":0,"signature":"q/7VJw+euTokOmgzF7VNkVrBRdXIPevUEGBi3sy5kdWZAnEsS0w4ryvcO+EsR8v5Qe1i/K1RjeFZ2e5LY+6jDw==","timestamp":"2023-07-14T04:25:56.537838097Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=656F1BB0AA46120345AEE063BBE807FCF4D3666694AA4BEAC522A8C58AFF16EE height=459 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=459 module=consensus num_txs=0 root=4B076BB2FAE57DB5645F9A3173305C54E50A70939782D30B0D6DE2DAE7C90F46
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=459 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3138362031303520313434203231332031303920313033203832203233382039372032303920313137203836203935203234342031343620323530203639203132302031362031323420323131203230352031393720323335203233203330203136382032323820313836203120313232203135345D3A3143427D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=BA6990D56D6752EE61D175565FF492FA4578107CD3CDC5EB171EA8E4BA017A9A height=459 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=459 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=984.66533 height=460 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"B11E8DA3F2F1FEB5FBEFC023B9461D96E5C1A35775D3F5E645E636389720D9EE","parts":{"hash":"EB86421AED7DAFB7C96F030D959C168AA4AF25E2B6BABFE31FB09C240A6E31C0","total":1}},"height":460,"pol_round":-1,"round":0,"signature":"yJEwga+5WGA3qK1LL2QbIh2eLk41uFXENnqrYQaNUI2zh/FFVdg2ZrVWSpCQeZOV2fYTfNlVtiWjDQ0GKaZLBg==","timestamp":"2023-07-14T04:25:57.553607546Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=B11E8DA3F2F1FEB5FBEFC023B9461D96E5C1A35775D3F5E645E636389720D9EE height=460 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=460 module=consensus num_txs=0 root=BA6990D56D6752EE61D175565FF492FA4578107CD3CDC5EB171EA8E4BA017A9A
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=460 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B3137362031353220323430203137312033362032353120313933203332203139342031373020313339203932203320313637203136362036392033312031393820323438203131342032343820343220313238203134382034372031353420373120323432203339203536203437203137365D3A3143437D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=B098F0AB24FBC120C2AA8B5C03A7A6451FC6F872F82A80942F9A47F227382FB0 height=460 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=460 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=986.236679 height=461 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"E058689E060129BF49A62CB35EC53D7DA7E72DE14B819ABDF343A8D2636B201F","parts":{"hash":"EDB701A5DCB13BCC6F9400A8728AFC3CE20E7A5AEF681AAC7B38FA7FBC29E440","total":1}},"height":461,"pol_round":-1,"round":0,"signature":"cYmmDe9WCa9GPPvsXBSfzX1a64nMPAmWjSoV2Ehyu4o2tJd0+kWxqquwOxDfL0Am01dFXx8jAUdKABg8jcc+Bg==","timestamp":"2023-07-14T04:25:58.570365076Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=E058689E060129BF49A62CB35EC53D7DA7E72DE14B819ABDF343A8D2636B201F height=461 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=461 module=consensus num_txs=0 root=B098F0AB24FBC120C2AA8B5C03A7A6451FC6F872F82A80942F9A47F227382FB0
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=461 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B31393820352032343320313232203532203735203138352031333720383720323434203231362031383220313830203235352031383820323037203238203132302031313720323438203235342032312039332030203332203137342031393320323235203232382037312038322037335D3A3143447D
dockernet-gaia1-1  | 4:25AM INF committed state app_hash=C605F37A344BB98957F4D8B6B4FFBCCF1C7875F8FE155D0020AEC1E1E4475249 height=461 module=state num_txs=0
dockernet-gaia1-1  | 4:25AM INF indexed block exents height=461 module=txindex
dockernet-gaia1-1  | 4:25AM INF Timed out dur=988.344564 height=462 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:25AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"E60175E850717ED703402F0534F0E1D33972B5E85FC9E92DE7306018B859F68F","parts":{"hash":"EE2929C396A5E8F9A013DFE96D5D7282648CA91F1C400965CCFD85F528F9E569","total":1}},"height":462,"pol_round":-1,"round":0,"signature":"vxrOR4AYqI0Fz9PpByw7R7WbNqF5x547lK02pw/NTcMZsu7qnAMJWYejJiSlzMZtkxW1YDIQzsvI0zsChn6YBg==","timestamp":"2023-07-14T04:25:59.58387714Z"}
dockernet-gaia1-1  | 4:25AM INF received complete proposal block hash=E60175E850717ED703402F0534F0E1D33972B5E85FC9E92DE7306018B859F68F height=462 module=consensus
dockernet-gaia1-1  | 4:25AM INF finalizing commit of block hash={} height=462 module=consensus num_txs=0 root=C605F37A344BB98957F4D8B6B4FFBCCF1C7875F8FE155D0020AEC1E1E4475249
dockernet-gaia1-1  | 4:25AM INF minted coins from module account amount=205989uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:25AM INF executed block height=462 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:25AM INF commit synced commit=436F6D6D697449447B5B35382032343020313736203131342031303620323438203139372035362032332032343420313639203235342031352036322031343020313131203437203231312035372032333220323231203233312032333420353620323439203231332033302031313520363320313736203134312038375D3A3143457D
